+-------------------------------------------------------------------------+---------------------------------------------------------------------------+------+----+------+
|                                   Text                                  |                                Translation                                | From | To | key  |
|                           servicio de la deuda                          |                                debt service                               |  es  | en | 2224 |
|                           pagadero al portador                          |                             payable to bearer                             |  es  | en | 2225 |
|                        título valor de renta fija                       |                             title fixed value                             |  es  | en | 2226 |
|                          mínimo margen tolerado                         |                          minimum tolerated margin                         |  es  | en | 2227 |
|                             oferta monetaria                            |                                money supply                               |  es  | en | 2228 |
|                              formar mercado                             |                                market form                                |  es  | en | 2229 |
|                       gestión de activos y pasivos                      |                       asset and liability management                      |  es  | en | 2230 |
|                                 elección                                |                                   choice                                  |  es  | en | 2231 |
|                             cuenta corriente                            |                              current account                              |  es  | en | 2232 |
|                     activo tangible neto por acción                     |                       Net tangible assets per share                       |  es  | en | 2233 |
|                             zona de transito                            |                                transit zone                               |  es  | en | 2234 |
|                                antedatar                                |                                  antedate                                 |  es  | en | 2235 |
|                          comisionista de bolsa                          |                                stockbroker                                |  es  | en | 2236 |
|                      transferencias vía financiera                      |                          transfers via financial                          |  es  | en | 2237 |
|                         acción sin valor nominal                        |                             no par value share                            |  es  | en | 2238 |
|                  títulos valores fácilmente negociables                 |                       readily marketable securities                       |  es  | en | 2239 |
|                           equivalentes de caja                          |                              Cash Equivalents                             |  es  | en | 2240 |
|                           asientos de apertura                          |                               Opening seats                               |  es  | en | 2241 |
|                                 interes                                 |                                  interest                                 |  es  | en | 2242 |
|                               vender corto                              |                               short selling                               |  es  | en | 2243 |
|                      guía rápida o quick reference                      |                       fast or quick reference guide                       |  es  | en | 2244 |
|                          precio de suscripción                          |                             subscription price                            |  es  | en | 2245 |
|                            carta de intención                           |                              letter of intent                             |  es  | en | 2246 |
|                                  linea                                  |                                   Online                                  |  es  | en | 2247 |
|                       agente pagador de dividendos                      |                           dividend paying agent                           |  es  | en | 2248 |
|                             agente comercial                            |                                   broker                                  |  es  | en | 2249 |
|                           servicio al cliente                           |                              customer service                             |  es  | en | 2250 |
|                            dividendos a pagar                           |                             dividends payable                             |  es  | en | 2251 |
|                              precio soporte                             |                               support price                               |  es  | en | 2252 |
|                         cruce de participaciones                        |                            cross-shareholdings                            |  es  | en | 2253 |
|                       subsidiarias en el exterior                       |                            foreign subsidiaries                           |  es  | en | 2254 |
|                           rotación de activos                           |                               asset rotation                              |  es  | en | 2255 |
|                                su perávit                               |                              their surpluses                              |  es  | en | 2256 |
|                         abreviatura en el ticker                        |                         abbreviation in the ticker                        |  es  | en | 2257 |
|                                plusvalia                                |                                 plusvalia                                 |  es  | en | 2258 |
|                         indicador de eficiencia                         |                            efficiency indicator                           |  es  | en | 2259 |
|                            mercado de futuros                           |                               futures market                              |  es  | en | 2260 |
|                hecho revelador del estado de insolvencia                |                        revealing fact of insolvency                       |  es  | en | 2261 |
|                    reserva para deudores incobrables                    |                       reserve for doubtful accounts                       |  es  | en | 2262 |
|                              estar vendido                              |                                  be sold                                  |  es  | en | 2263 |
|                             flujo de fondos                             |                                 cash flow                                 |  es  | en | 2264 |
|                            dólares constantes                           |                              constant dollars                             |  es  | en | 2265 |
|                              riesgo propio                              |                                  own risk                                 |  es  | en | 2266 |
|                           desgravación fiscal                           |                               tax allowance                               |  es  | en | 2267 |
|                            opción descubierta                           |                             discovered option                             |  es  | en | 2268 |
|                             mercado líquido                             |                               liquid market                               |  es  | en | 2269 |
|                 banco interamericano de desarrollo (bid)                |                   Inter-American Development Bank (IDB)                   |  es  | en | 2270 |
|                       preferencia por la liquidez                       |                            liquidity preference                           |  es  | en | 2271 |
|                            adquisición hostil                           |                              hostile takeover                             |  es  | en | 2272 |
|                        bono de vencimiento único                        |                            single maturity bond                           |  es  | en | 2273 |
|                      fondo con comisión de entrada                      |                         background with entry fee                         |  es  | en | 2274 |
|                           compañías afiliadas                           |                                 affiliates                                |  es  | en | 2275 |
|                                 mandato                                 |                                  mandate                                  |  es  | en | 2276 |
|                             fecha de emisión                            |                               date of issue                               |  es  | en | 2277 |
|                          declaración impositiva                         |                                 tax return                                |  es  | en | 2278 |
|                         mantenimiento de margen                         |                             maintenance margin                            |  es  | en | 2279 |
|                                  opción                                 |                                   option                                  |  es  | en | 2280 |
|                             hipoteca general                            |                              general mortgage                             |  es  | en | 2281 |
|                            declaración jurada                           |                                 affidavit                                 |  es  | en | 2282 |
|                      sistema financiero de fomento                      |                        financial system development                       |  es  | en | 2283 |
|                           superávit comercial                           |                               trade surplus                               |  es  | en | 2284 |
|                                  stock                                  |                                   stock                                   |  es  | en | 2285 |
|                estrategia pasiva de manejo de inversiones               |                   passive strategy investment management                  |  es  | en | 2286 |
|                   velocidad de circulación del dinero                   |                             velocity of money                             |  es  | en | 2287 |
|                          estabilidad económica                          |                             economic stability                            |  es  | en | 2288 |
|                        valor máximo de un warrant                       |                         maximum value of a warrant                        |  es  | en | 2289 |
|                                 diferir                                 |                                   defer                                   |  es  | en | 2290 |
|                                 gerencia                                |                                 management                                |  es  | en | 2291 |
|                           símbolo de la acción                          |                                stock symbol                               |  es  | en | 2292 |
|                             bono del tesoro                             |                               Treasury bond                               |  es  | en | 2293 |
|                             balance general                             |                               balance sheet                               |  es  | en | 2294 |
|                             almacén libro de                            |                                 book store                                |  es  | en | 2295 |
|                             derecho aduanero                            |                                customs duty                               |  es  | en | 2296 |
|                             fecha de rescate                            |                              redemption date                              |  es  | en | 2297 |
|                       acciones de alto crecimiento                      |                             high-growth stocks                            |  es  | en | 2298 |
|                                 pa'anga                                 |                                  pa'anga                                  |  es  | en | 2299 |
|                                sin valor                                |                                 worthless                                 |  es  | en | 2300 |
|                           expansión monetaria                           |                             monetary expansion                            |  es  | en | 2301 |
|                           fecha de negociación                          |                                 trade date                                |  es  | en | 2302 |
|                            mercado secundario                           |                              secondary market                             |  es  | en | 2303 |
|                                caja chica                               |                                 petty cash                                |  es  | en | 2304 |
|                            cuenta de capital                            |                              capital account                              |  es  | en | 2305 |
|                             escala invertida                            |                               inverted scale                              |  es  | en | 2306 |
|                            gráfico de barras                            |                                 bar graph                                 |  es  | en | 2307 |
|                             política fiscal                             |                               fiscal policy                               |  es  | en | 2308 |
|                             fondos federales                            |                               federal funds                               |  es  | en | 2309 |
|                     crédito de renovación automática                    |                              revolving credit                             |  es  | en | 2310 |
|                              mercado local                              |                                local market                               |  es  | en | 2311 |
|                    acciones preferidas participativas                   |                       participatory preferred stock                       |  es  | en | 2312 |
|                           ventaja comparativa                           |                           comparative advantage                           |  es  | en | 2313 |
|                             bono subordinado                            |                             subordinated bond                             |  es  | en | 2314 |
|                                renovación                               |                                  renewal                                  |  es  | en | 2315 |
|                        dejar de cotizar en bolsa                        |                             delist from stock                             |  es  | en | 2316 |
|                           quiebra involuntaria                          |                           involuntary bankruptcy                          |  es  | en | 2317 |
|                            anualidad perpetua                           |                             perpetual annuity                             |  es  | en | 2318 |
|                                  compra                                 |                                  purchase                                 |  es  | en | 2319 |
|                 programa de propiedad participada (ppp)                 |                          ownership program (ppi)                          |  es  | en | 2320 |
|                   sistema consolidado de cotizaciones                   |                         Quotes consolidated system                        |  es  | en | 2321 |
|                           acciones no emitidas                          |                              unissued shares                              |  es  | en | 2322 |
|                               reactividad                               |                                 reactivity                                |  es  | en | 2323 |
|                            contrato a término                           |                              forward contract                             |  es  | en | 2324 |
|                       estado de cesación de pagos                       |                               default state                               |  es  | en | 2325 |
|                          manejo de inversiones                          |                           investment management                           |  es  | en | 2326 |
|                         opción de venta cubierta                        |                            covered call option                            |  es  | en | 2327 |
|                               valor fijado                              |                                fixed value                                |  es  | en | 2328 |
|                            fondo de pensiones                           |                                pension fund                               |  es  | en | 2329 |
|               contrato de opciones sobre tasas de interés               |                       contract interest rate options                      |  es  | en | 2330 |
|                         perspectivas económicas                         |                              economic outlook                             |  es  | en | 2331 |
|                                ingenieria                               |                                engineering                                |  es  | en | 2332 |
|                               notificación                              |                                notification                               |  es  | en | 2333 |
|                          vender en descubierto                          |                                 sell short                                |  es  | en | 2334 |
|                           normas de auditoría                           |                             auditing standards                            |  es  | en | 2335 |
|                                   cuña                                  |                                   wedge                                   |  es  | en | 2336 |
|                      operación a último día del mes                     |                      operation last day of the month                      |  es  | en | 2337 |
|                        precio fijado por subasta                        |                            price set by auction                           |  es  | en | 2338 |
|                     estado de resultados consolidado                    |                       consolidated income statement                       |  es  | en | 2339 |
|                       producto e ingreso nacional                       |                        product and national income                        |  es  | en | 2340 |
|                           fecha de adquisición                          |                              acquisition date                             |  es  | en | 2341 |
|                        rendimiento anual promedio                       |                           average annual return                           |  es  | en | 2342 |
|                              libro de actas                             |                                minute book                                |  es  | en | 2343 |
|                             contrato a plazo                            |                               term contract                               |  es  | en | 2344 |
|                        acciones de primera línea                        |                                chip stocks                                |  es  | en | 2345 |
|                           crédito hipotecario                           |                                  mortgage                                 |  es  | en | 2346 |
|                        propensión a la inversión                        |                            propensity to invest                           |  es  | en | 2347 |
|                                  filial                                 |                                 subsidiary                                |  es  | en | 2348 |
|                                corrección                               |                                 correction                                |  es  | en | 2349 |
|                           financiación directa                          |                               direct funding                              |  es  | en | 2350 |
|                      boletín de cotización oficial                      |                             traded newsletter                             |  es  | en | 2351 |
|                          deseconomías de escala                         |                           diseconomies of scale                           |  es  | en | 2352 |
|                                 realidad                                |                                  reality                                  |  es  | en | 2353 |
|                                 custodia                                |                                  custody                                  |  es  | en | 2354 |
|                              valor contable                             |                                 book value                                |  es  | en | 2355 |
|                            riesgo crediticio                            |                                credit risk                                |  es  | en | 2356 |
|                     ganancia ajustada por inflación                     |                          inflation-adjusted gain                          |  es  | en | 2357 |
|                               contraloria                               |                                contraloria                                |  es  | en | 2358 |
|                        tasas del mercado abierto                        |                             open market rates                             |  es  | en | 2359 |
|                     orden de cancelación y reemplazo                    |                     Order Cancellation and replacement                    |  es  | en | 2360 |
|                      método de votación acumulativa                     |                          cumulative voting method                         |  es  | en | 2361 |
|                        anualidad de pago diferido                       |                              deferred annuity                             |  es  | en | 2362 |
|                           pérdida por revalúo                           |                              revaluation loss                             |  es  | en | 2363 |
|                              endeudamiento                              |                                indebtedness                               |  es  | en | 2364 |
|                                 rodados                                 |                                  Boulders                                 |  es  | en | 2365 |
|                                 tughrik                                 |                                  tugrigs                                  |  es  | en | 2366 |
|                              valor estimado                             |                              estimated value                              |  es  | en | 2367 |
|                           audiencia tarifaria                           |                               tariff hearing                              |  es  | en | 2368 |
|                     acuerdo entre emisor y colocador                    |                  agreement between issuer and underwriter                 |  es  | en | 2369 |
|                            inventario inicial                           |                             initial inventory                             |  es  | en | 2370 |
|                                 lingote                                 |                                   ingot                                   |  es  | en | 2371 |
|                              reserva mínima                             |                              minimum reserve                              |  es  | en | 2372 |
|                         coeficiente de liquidez                         |                              liquidity ratio                              |  es  | en | 2373 |
|                            hipoteca revertida                           |                              reverse mortgage                             |  es  | en | 2374 |
|                   emisión con derechos de suscripción                   |                       issue with subscription rights                      |  es  | en | 2375 |
|                             ingreso marginal                            |                              marginal revenue                             |  es  | en | 2376 |
|                                 endosar                                 |                                  endorse                                  |  es  | en | 2377 |
|                                good will                                |                                 good will                                 |  es  | en | 2378 |
|                    inversiones con cotización oficial                   |                        publicly traded investments                        |  es  | en | 2379 |
|                            precio contractual                           |                               contract price                              |  es  | en | 2380 |
|                             bono declinante                             |                               declining bond                              |  es  | en | 2381 |
|                            tasa de retención                            |                               retention rate                              |  es  | en | 2382 |
|                                sin cupón                                |                                 no coupon                                 |  es  | en | 2383 |
|                              costo directo                              |                                direct cost                                |  es  | en | 2384 |
|                                cobertura                                |                                  coverage                                 |  es  | en | 2385 |
|                       línea del crédito revolvente                      |                           revolving credit line                           |  es  | en | 2386 |
|                          institucion financiera                         |                           financial institution                           |  es  | en | 2387 |
|                        letra de cambio negociable                       |                        negotiable bill of exchange                        |  es  | en | 2388 |
|                                sin deudas                               |                                  no debt                                  |  es  | en | 2389 |
|                          operaciones poscierre                          |                          post-closure operations                          |  es  | en | 2390 |
|                            deudor hipotecario                           |                                 mortgager                                 |  es  | en | 2391 |
|                                 posición                                |                                  position                                 |  es  | en | 2392 |
|                          bono de primera clase                          |                                class bonus                                |  es  | en | 2393 |
|                            crédito disponible                           |                              credit available                             |  es  | en | 2394 |
|                              ganancia neta                              |                                    net                                    |  es  | en | 2395 |
|                                 ejercer                                 |                                  exercise                                 |  es  | en | 2396 |
|                             aviso de entrega                            |                              Delivery Notice                              |  es  | en | 2397 |
|                          crecimiento económico                          |                              economic growth                              |  es  | en | 2398 |
|                       cubrir una posición abierta                       |                           cover an open position                          |  es  | en | 2399 |
|                             tasa de interés                             |                               interest rate                               |  es  | en | 2400 |
|                         tipo de cambio promedio                         |                           average exchange rate                           |  es  | en | 2401 |
|                               inmunización                              |                                immunization                               |  es  | en | 2402 |
|                     acción preferida a tasa flotante                    |                       floating rate preferred share                       |  es  | en | 2403 |
|                       obligación pendiente de pago                      |                           outstanding obligation                          |  es  | en | 2404 |
|                            opinión del asesor                           |                             opinion of counsel                            |  es  | en | 2405 |
|                       precio de ejercicio nominal                       |                           nominal exercise price                          |  es  | en | 2406 |
|                            oferta de takeover                           |                                takeover bid                               |  es  | en | 2407 |
|                               marco alemán                              |                                German mark                                |  es  | en | 2408 |
|                             hipoteca inversa                            |                              reverse mortgage                             |  es  | en | 2409 |
|                                documento                                |                                  document                                 |  es  | en | 2410 |
|                      margen del consorcio colocador                     |                         placement outside the pool                        |  es  | en | 2411 |
|                            ejecutar al cierre                           |                               run at the end                              |  es  | en | 2412 |
|                              posición larga                             |                               long position                               |  es  | en | 2413 |
|                            compañía inscripta                           |                             registered company                            |  es  | en | 2414 |
|                                  clase                                  |                                   class                                   |  es  | en | 2415 |
|                             industria pesada                            |                               heavy industry                              |  es  | en | 2416 |
|                                 paridad                                 |                                   parity                                  |  es  | en | 2417 |
|                            variables exógenas                           |                            exogenous variables                            |  es  | en | 2418 |
|                          ciclo de vencimientos                          |                               maturity cycle                              |  es  | en | 2419 |
|                          accionista mayoritario                         |                          controlling shareholder                          |  es  | en | 2420 |
|                            descentralización                            |                              decentralization                             |  es  | en | 2421 |
|                            economía de escala                           |                              economy of scale                             |  es  | en | 2422 |
|                         valores de especulación                         |                             equity securities                             |  es  | en | 2423 |
|                               estrategico                               |                                 strategic                                 |  es  | en | 2424 |
|                         coeficiente de inversión                        |                              investment ratio                             |  es  | en | 2425 |
|                       precio comprador y vendedor                       |                           buyer and seller price                          |  es  | en | 2426 |
|                            acto reglamentario                           |                               regulatory act                              |  es  | en | 2427 |
|                            interés compuesto                            |                             compound interest                             |  es  | en | 2428 |
|                                  seguro                                 |                                 insurance                                 |  es  | en | 2429 |
|                            valor de desguace                            |                                scrap value                                |  es  | en | 2430 |
|                          obligación negociable                          |                               corporate bond                              |  es  | en | 2431 |
|                                  dracma                                 |                                  drachma                                  |  es  | en | 2432 |
|                            acción industrial                            |                             industrial action                             |  es  | en | 2433 |
|                            mercados primarios                           |                              primary markets                              |  es  | en | 2434 |
|                    fondo de inversiones inmobiliarias                   |                        real estate investment trust                       |  es  | en | 2435 |
|                                doble piso                               |                                double floor                               |  es  | en | 2436 |
|                        fecha de cierre de balance                       |                             balance sheet date                            |  es  | en | 2437 |
|                      contrato de renta garantizada                      |                              guaranteed lease                             |  es  | en | 2438 |
|                                 equipos                                 |                                  hardware                                 |  es  | en | 2439 |
|                            titulo de crédito                            |                                credit title                               |  es  | en | 2440 |
|                          ganancias inesperadas                          |                                 windfalls                                 |  es  | en | 2441 |
|                         título de deuda perpetuo                        |                          perpetual debt security                          |  es  | en | 2442 |
|                                negociable                               |                                 negotiable                                |  es  | en | 2443 |
|                                nominación                               |                                 nomination                                |  es  | en | 2444 |
|                          los tipos de empresas                          |                            types of businesses                            |  es  | en | 2445 |
|                                vida útil                                |                                    life                                   |  es  | en | 2446 |
|                              deuda externa                              |                               external debt                               |  es  | en | 2447 |
|                   paridad del poder adquisitivo (ppa)                   |                       purchasing power parity (PPP)                       |  es  | en | 2448 |
|                             ingreso personal                            |                              personal income                              |  es  | en | 2449 |
|                              renta líquida                              |                                 net income                                |  es  | en | 2450 |
|                          compañía diversificada                         |                                diversified                                |  es  | en | 2451 |
|                                  fecha                                  |                                    date                                   |  es  | en | 2452 |
|                       ciclo normal de operaciones                       |                           normal operating cycle                          |  es  | en | 2453 |
|                               oferta total                              |                                total supply                               |  es  | en | 2454 |
|                    pérdida por diferencias cambiarias                   |                              Loss on exchange                             |  es  | en | 2455 |
|                     presupuesto de recursos humanos                     |                                 HR budget                                 |  es  | en | 2456 |
|                 tasa de interés que paga el prestatario                 |                     interest rate paid by the borrower                    |  es  | en | 2457 |
|                         conocimiento de embarque                        |                              bill of landing                              |  es  | en | 2458 |
|                             pasivo corriente                            |                            current liabilities                            |  es  | en | 2459 |
|              costo de adquisición (para fines impositivos)              |                    acquisition cost (for tax purposes)                    |  es  | en | 2460 |
|                           operaciones anónimas                          |                            anonymous operations                           |  es  | en | 2461 |
|                            rendimiento anual                            |                             annual performance                            |  es  | en | 2462 |
|                         excedente del consumidor                        |                              consumer surplus                             |  es  | en | 2463 |
|                          descuento de facturas                          |                            Invoice Discounting                            |  es  | en | 2464 |
|                         título valor subyacente                         |                            underlying security                            |  es  | en | 2465 |
|                              banca privada                              |                              private banking                              |  es  | en | 2466 |
|                            política económica                           |                              economic policy                              |  es  | en | 2467 |
|                     cláusula de compromiso negativo                     |                           negative pledge clause                          |  es  | en | 2468 |
|                             transacción neta                            |                              net transaction                              |  es  | en | 2469 |
|                     Índices macroeconómicos básicos                     |                        Basic macroeconomic indices                        |  es  | en | 2470 |
|                                triángulo                                |                                  triangle                                 |  es  | en | 2471 |
|                           ventaja competitiva                           |                           Competitive Advantage                           |  es  | en | 2472 |
|                           bienes inmateriales                           |                             intangible assets                             |  es  | en | 2473 |
|                                 actuario                                |                                  actuary                                  |  es  | en | 2474 |
|                             punta vendedora                             |                               selling point                               |  es  | en | 2475 |
|                              costo promedio                             |                                average cost                               |  es  | en | 2476 |
|                                insolvente                               |                                 insolvent                                 |  es  | en | 2477 |
|                           producto de la venta                          |                           proceeds from the sale                          |  es  | en | 2478 |
|                                  modulo                                 |                                   module                                  |  es  | en | 2479 |
|                               saldo diario                              |                               daily balance                               |  es  | en | 2480 |
|                    informes financieros trimestrales                    |                        quarterly financial reports                        |  es  | en | 2481 |
|                              opción vencida                             |                               option expired                              |  es  | en | 2482 |
|                         vida residual de un bono                        |                          residual life of a bond                          |  es  | en | 2483 |
|                             canje de cheque                             |                                 swap check                                |  es  | en | 2484 |
|                              carta de pago                              |                               payment letter                              |  es  | en | 2485 |
|           acciones que se negocian en el mercado extrabursátil          |                      stocks traded in the OTC market                      |  es  | en | 2486 |
